[3, 14, 19, 22, 29, 33] [ 2 ] -- [540, 940, 480, 105, 26, 58, 35, 4, 10, 0, 1, 0, 0, 0]
[4, 17, 20, 21, 26, 31] [ 12 ] -- [544, 871, 508, 115, 43, 62, 37, 10, 8, 0, 1, 0, 0, 0]
[5, 10, 12, 21, 24, 32] [ 7 ] -- [548, 912, 486, 108, 40, 70, 23, 6, 5, 0, 1, 0, 0, 0]
[4, 10, 17, 24, 25, 32] [ 15 ] -- [557, 903, 490, 104, 35, 57, 32, 7, 13, 0, 1, 0, 0, 0]
[1, 9, 10, 20, 29, 32] [ 5 ] -- [524, 924, 476, 124, 32, 72, 29, 15, 2, 0, 1, 0, 0, 0]
[3, 8, 9, 11, 23, 30] [ 1 ] -- [544, 918, 499, 94, 34, 58, 36, 7, 8, 0, 1, 0, 0, 0]
[14, 19, 21, 25, 32, 33] [ 11 ] -- [558, 888, 483, 119, 45, 69, 25, 4, 7, 0, 1, 0, 0, 0]
[4, 11, 18, 21, 26, 27] [ 16 ] -- [538, 913, 480, 109, 42, 59, 36, 15, 6, 0, 1, 0, 0, 0]
[4, 12, 14, 23, 25, 32] [ 8 ] -- [558, 910, 471, 121, 30, 59, 27, 17, 5, 0, 1, 0, 0, 0]
[1, 7, 8, 9, 13, 21] [ 6 ] -- [532, 911, 493, 116, 40, 48, 36, 11, 11, 0, 1, 0, 0, 0]
[3, 9, 22, 23, 26, 32] [ 15 ] -- [534, 871, 528, 117, 44, 60, 31, 11, 2, 0, 1, 0, 0, 0]
[4, 6, 11, 17, 21, 22] [ 16 ] -- [543, 884, 512, 106, 44, 60, 33, 10, 6, 0, 1, 0, 0, 0]
[3, 8, 9, 11, 15, 26] [ 8 ] -- [540, 943, 460, 128, 34, 59, 20, 6, 8, 0, 1, 0, 0, 0]
[2, 6, 8, 18, 29, 33] [ 3 ] -- [559, 922, 465, 113, 41, 50, 33, 9, 6, 0, 1, 0, 0, 0]
[1, 5, 18, 28, 29, 32] [ 5 ] -- [545, 895, 483, 127, 36, 68, 24, 13, 7, 0, 1, 0, 0, 0]
[12, 21, 22, 23, 25, 30] [ 7 ] -- [537, 920, 492, 99, 41, 58, 32, 12, 7, 0, 1, 0, 0, 0]
[6, 9, 12, 15, 20, 21] [ 9 ] -- [574, 871, 486, 109, 43, 58, 40, 7, 10, 0, 1, 0, 0, 0]
[1, 4, 8, 9, 27, 28] [ 3 ] -- [534, 927, 499, 98, 34, 52, 34, 10, 10, 0, 1, 0, 0, 0]
[5, 7, 12, 13, 15, 25] [ 7 ] -- [535, 952, 463, 97, 39, 52, 36, 13, 11, 0, 1, 0, 0, 0]
[1, 8, 10, 17, 22, 23] [ 11 ] -- [514, 894, 527, 107, 38, 61, 39, 10, 8, 0, 1, 0, 0, 0]
[11, 12, 14, 26, 30, 32] [ 1 ] -- [532, 911, 497, 109, 29, 50, 46, 13, 11, 0, 1, 0, 0, 0]
[3, 5, 7, 8, 13, 33] [ 5 ] -- [568, 892, 469, 123, 37, 63, 27, 11, 8, 0, 1, 0, 0, 0]
[1, 18, 21, 22, 23, 31] [ 13 ] -- [540, 902, 487, 125, 41, 59, 29, 8, 7, 0, 1, 0, 0, 0]
[12, 14, 18, 20, 21, 24] [ 10 ] -- [542, 916, 477, 122, 40, 51, 34, 10, 6, 0, 1, 0, 0, 0]
[6, 11, 15, 21, 28, 30] [ 4 ] -- [576, 890, 511, 89, 42, 52, 25, 9, 4, 0, 1, 0, 0, 0]
[5, 10, 18, 20, 21, 25] [ 9 ] -- [539, 897, 493, 113, 37, 66, 37, 5, 11, 0, 1, 0, 0, 0]
[2, 6, 8, 24, 26, 28] [ 3 ] -- [543, 934, 478, 105, 30, 55, 38, 8, 7, 0, 1, 0, 0, 0]
[1, 2, 19, 21, 26, 30] [ 5 ] -- [516, 924, 492, 125, 34, 64, 33, 6, 4, 0, 1, 0, 0, 0]
[1, 4, 7, 14, 16, 24] [ 1 ] -- [538, 895, 503, 118, 41, 56, 33, 8, 6, 0, 1, 0, 0, 0]
[2, 7, 11, 28, 29, 32] [ 3 ] -- [557, 897, 508, 99, 36, 53, 32, 7, 9, 0, 1, 0, 0, 0]
[8, 11, 12, 19, 26, 27] [ 3 ] -- [548, 903, 477, 129, 40, 53, 31, 11, 6, 0, 1, 0, 0, 0]
[2, 7, 11, 12, 26, 27] [ 8 ] -- [527, 940, 478, 122, 37, 53, 27, 10, 4, 0, 1, 0, 0, 0]
[2, 12, 14, 21, 27, 28] [ 11 ] -- [544, 901, 484, 110, 43, 68, 28, 13, 7, 0, 1, 0, 0, 0]
[2, 4, 6, 19, 21, 26] [ 3 ] -- [549, 911, 484, 113, 29, 65, 29, 11, 7, 0, 1, 0, 0, 0]
[5, 9, 13, 16, 24, 33] [ 15 ] -- [587, 919, 463, 83, 36, 56, 35, 9, 10, 0, 1, 0, 0, 0]
[5, 7, 8, 11, 25, 32] [ 11 ] -- [524, 913, 491, 117, 45, 59, 31, 7, 11, 0, 1, 0, 0, 0]
[5, 13, 19, 21, 22, 31] [ 1 ] -- [561, 880, 499, 110, 38, 65, 25, 12, 8, 0, 1, 0, 0, 0]
[2, 5, 25, 27, 28, 33] [ 7 ] -- [570, 911, 473, 102, 40, 64, 31, 4, 3, 0, 1, 0, 0, 0]
[19, 20, 22, 24, 29, 31] [ 2 ] -- [579, 877, 492, 117, 32, 52, 37, 4, 8, 0, 1, 0, 0, 0]
[5, 9, 19, 20, 26, 27] [ 3 ] -- [574, 833, 539, 106, 33, 62, 24, 16, 11, 0, 1, 0, 0, 0]
[1, 3, 15, 21, 27, 32] [ 10 ] -- [543, 888, 511, 116, 37, 59, 30, 9, 5, 0, 1, 0, 0, 0]
[9, 17, 18, 23, 26, 27] [ 5 ] -- [522, 921, 507, 99, 38, 59, 31, 14, 7, 0, 1, 0, 0, 0]
[4, 8, 14, 18, 19, 21] [ 11 ] -- [515, 899, 521, 111, 42, 74, 23, 6, 7, 0, 1, 0, 0, 0]
[1, 3, 10, 15, 22, 27] [ 3 ] -- [552, 872, 532, 101, 28, 52, 45, 11, 5, 0, 1, 0, 0, 0]
[9, 11, 17, 19, 21, 29] [ 1 ] -- [593, 867, 486, 99, 32, 62, 34, 17, 8, 0, 1, 0, 0, 0]
[1, 2, 6, 10, 14, 25] [ 14 ] -- [528, 912, 495, 107, 31, 59, 44, 14, 8, 0, 1, 0, 0, 0]
[2, 3, 7, 9, 15, 16] [ 2 ] -- [537, 944, 470, 107, 39, 59, 25, 11, 6, 0, 1, 0, 0, 0]
[3, 8, 15, 24, 29, 30] [ 3 ] -- [572, 897, 498, 90, 32, 51, 38, 11, 9, 0, 1, 0, 0, 0]
[1, 10, 18, 22, 24, 33] [ 2 ] -- [561, 930, 465, 98, 31, 52, 37, 15, 9, 0, 1, 0, 0, 0]
[8, 14, 17, 22, 27, 30] [ 12 ] -- [530, 870, 496, 135, 43, 55, 39, 17, 13, 0, 1, 0, 0, 0]
[4, 10, 18, 20, 23, 24] [ 10 ] -- [551, 913, 501, 93, 41, 52, 28, 9, 10, 0, 1, 0, 0, 0]
[8, 9, 14, 27, 29, 30] [ 1 ] -- [553, 876, 509, 115, 24, 72, 31, 9, 9, 0, 1, 0, 0, 0]
[4, 12, 15, 16, 26, 30] [ 5 ] -- [556, 899, 493, 105, 31, 65, 32, 10, 7, 0, 1, 0, 0, 0]
[4, 7, 11, 21, 27, 30] [ 13 ] -- [548, 902, 500, 101, 37, 63, 31, 11, 5, 0, 1, 0, 0, 0]
[9, 10, 13, 23, 25, 31] [ 2 ] -- [583, 872, 496, 113, 44, 60, 21, 5, 4, 0, 1, 0, 0, 0]
[8, 21, 23, 28, 29, 32] [ 14 ] -- [567, 870, 506, 101, 40, 64, 32, 12, 6, 0, 1, 0, 0, 0]
[9, 16, 19, 21, 25, 27] [ 11 ] -- [577, 872, 488, 107, 39, 57, 44, 8, 6, 0, 1, 0, 0, 0]
[9, 10, 20, 21, 23, 24] [ 12 ] -- [582, 883, 473, 100, 40, 66, 29, 10, 15, 0, 1, 0, 0, 0]
[13, 16, 17, 24, 25, 29] [ 14 ] -- [568, 886, 495, 98, 35, 62, 38, 9, 7, 0, 1, 0, 0, 0]
[6, 7, 9, 12, 21, 26] [ 9 ] -- [531, 908, 495, 103, 40, 68, 32, 10, 11, 0, 1, 0, 0, 0]
[5, 15, 16, 21, 22, 28] [ 11 ] -- [567, 890, 477, 107, 41, 61, 37, 11, 7, 0, 1, 0, 0, 0]
[1, 4, 6, 9, 11, 30] [ 6 ] -- [558, 880, 511, 110, 35, 58, 37, 4, 5, 0, 1, 0, 0, 0]
[1, 3, 5, 15, 28, 30] [ 3 ] -- [576, 877, 494, 112, 25, 62, 32, 9, 11, 0, 1, 0, 0, 0]
[1, 11, 25, 26, 28, 33] [ 16 ] -- [548, 920, 485, 96, 38, 69, 31, 6, 5, 0, 1, 0, 0, 0]
[3, 10, 19, 21, 31, 33] [ 16 ] -- [581, 915, 432, 120, 51, 52, 33, 7, 7, 0, 1, 0, 0, 0]
[6, 9, 10, 13, 18, 28] [ 12 ] -- [538, 929, 468, 105, 36, 72, 36, 8, 6, 0, 1, 0, 0, 0]
[2, 12, 14, 15, 22, 33] [ 7 ] -- [580, 881, 466, 126, 44, 52, 35, 7, 7, 0, 1, 0, 0, 0]
[3, 15, 17, 20, 21, 27] [ 16 ] -- [534, 911, 480, 119, 43, 63, 27, 11, 10, 0, 1, 0, 0, 0]
[6, 19, 20, 27, 28, 32] [ 7 ] -- [523, 917, 510, 96, 38, 61, 37, 14, 2, 0, 1, 0, 0, 0]
[9, 20, 25, 27, 28, 32] [ 10 ] -- [535, 916, 497, 108, 40, 60, 27, 11, 4, 0, 1, 0, 0, 0]
[7, 8, 13, 26, 30, 31] [ 13 ] -- [529, 904, 499, 121, 32, 63, 36, 9, 5, 0, 1, 0, 0, 0]
[1, 7, 20, 24, 27, 29] [ 3 ] -- [554, 907, 461, 135, 30, 56, 39, 11, 5, 0, 1, 0, 0, 0]
[5, 7, 12, 24, 27, 32] [ 10 ] -- [546, 912, 491, 106, 34, 60, 34, 12, 3, 0, 1, 0, 0, 0]
[4, 18, 20, 22, 26, 28] [ 13 ] -- [535, 874, 512, 134, 45, 55, 30, 7, 6, 0, 1, 0, 0, 0]
[1, 9, 18, 22, 30, 32] [ 2 ] -- [533, 898, 499, 118, 25, 66, 33, 21, 5, 0, 1, 0, 0, 0]
[5, 8, 13, 21, 23, 31] [ 6 ] -- [571, 888, 484, 110, 35, 62, 28, 10, 10, 0, 1, 0, 0, 0]
[3, 4, 11, 15, 18, 20] [ 15 ] -- [548, 914, 490, 101, 35, 49, 47, 8, 6, 0, 1, 0, 0, 0]
[1, 7, 10, 26, 29, 32] [ 16 ] -- [542, 864, 519, 115, 35, 54, 44, 15, 10, 0, 1, 0, 0, 0]
[5, 18, 26, 30, 32, 33] [ 16 ] -- [554, 900, 465, 126, 33, 71, 30, 10, 9, 0, 1, 0, 0, 0]
[15, 18, 20, 21, 25, 31] [ 3 ] -- [530, 965, 446, 117, 48, 46, 30, 10, 6, 0, 1, 0, 0, 0]
[2, 9, 10, 23, 26, 27] [ 14 ] -- [552, 887, 501, 109, 42, 56, 38, 7, 6, 0, 1, 0, 0, 0]
[6, 11, 14, 16, 23, 28] [ 13 ] -- [569, 893, 470, 123, 36, 68, 27, 7, 5, 0, 1, 0, 0, 0]
[5, 6, 7, 10, 11, 20] [ 4 ] -- [550, 890, 511, 112, 41, 49, 29, 12, 4, 0, 1, 0, 0, 0]
[7, 9, 14, 15, 29, 32] [ 1 ] -- [546, 900, 502, 103, 35, 57, 33, 11, 11, 0, 1, 0, 0, 0]
[8, 26, 28, 29, 30, 33] [ 13 ] -- [558, 926, 453, 114, 32, 69, 32, 11, 3, 0, 1, 0, 0, 0]
[1, 4, 6, 19, 20, 27] [ 5 ] -- [504, 937, 512, 97, 32, 68, 30, 13, 5, 0, 1, 0, 0, 0]
[14, 17, 19, 23, 28, 30] [ 14 ] -- [543, 898, 486, 121, 38, 72, 25, 8, 7, 0, 1, 0, 0, 0]
[6, 18, 19, 22, 24, 33] [ 9 ] -- [552, 923, 480, 87, 43, 52, 47, 5, 9, 0, 1, 0, 0, 0]
[4, 7, 14, 19, 23, 33] [ 6 ] -- [564, 913, 481, 94, 33, 61, 34, 11, 7, 0, 1, 0, 0, 0]
[1, 3, 5, 23, 24, 26] [ 4 ] -- [563, 892, 483, 127, 33, 54, 29, 10, 7, 0, 1, 0, 0, 0]
[11, 12, 23, 24, 27, 33] [ 1 ] -- [605, 889, 473, 88, 40, 59, 35, 7, 2, 0, 1, 0, 0, 0]
[1, 2, 8, 21, 23, 30] [ 13 ] -- [545, 884, 501, 125, 39, 63, 27, 7, 7, 0, 1, 0, 0, 0]
[10, 15, 20, 28, 31, 33] [ 9 ] -- [592, 898, 456, 92, 31, 80, 35, 9, 5, 0, 1, 0, 0, 0]
[2, 14, 17, 19, 25, 31] [ 2 ] -- [538, 915, 488, 114, 40, 56, 29, 14, 4, 0, 1, 0, 0, 0]
[1, 11, 14, 19, 27, 33] [ 15 ] -- [551, 913, 495, 90, 31, 61, 38, 12, 7, 0, 1, 0, 0, 0]
[2, 3, 9, 10, 12, 27] [ 13 ] -- [547, 926, 474, 103, 33, 60, 34, 12, 9, 0, 1, 0, 0, 0]
[2, 4, 13, 17, 28, 30] [ 12 ] -- [577, 862, 464, 133, 45, 60, 35, 12, 10, 0, 1, 0, 0, 0]
[6, 13, 22, 23, 25, 31] [ 6 ] -- [571, 884, 483, 114, 31, 66, 30, 11, 8, 0, 1, 0, 0, 0]
[6, 10, 16, 23, 27, 30] [ 12 ] -- [567, 863, 511, 92, 43, 59, 38, 15, 10, 0, 1, 0, 0, 0]
[5, 6, 11, 19, 20, 27] [ 15 ] -- [557, 897, 481, 116, 37, 51, 40, 10, 9, 0, 1, 0, 0, 0]
[1, 5, 12, 15, 26, 30] [ 6 ] -- [514, 920, 511, 110, 45, 60, 22, 8, 8, 0, 1, 0, 0, 0]
[7, 13, 26, 27, 30, 32] [ 3 ] -- [536, 880, 532, 105, 19, 69, 36, 15, 6, 0, 1, 0, 0, 0]
[9, 11, 12, 23, 24, 25] [ 10 ] -- [590, 916, 453, 95, 36, 59, 30, 13, 6, 0, 1, 0, 0, 0]
[6, 7, 9, 14, 15, 17] [ 16 ] -- [551, 883, 496, 116, 36, 63, 32, 9, 12, 0, 1, 0, 0, 0]
[3, 8, 18, 20, 25, 28] [ 3 ] -- [532, 906, 506, 113, 36, 59, 31, 11, 4, 0, 1, 0, 0, 0]
[6, 7, 8, 9, 13, 26] [ 5 ] -- [534, 864, 560, 97, 32, 66, 33, 8, 4, 0, 1, 0, 0, 0]
[3, 11, 13, 16, 22, 30] [ 14 ] -- [549, 865, 533, 101, 38, 62, 32, 8, 10, 0, 1, 0, 0, 0]
[2, 3, 13, 15, 16, 30] [ 12 ] -- [537, 905, 493, 103, 48, 63, 33, 10, 6, 0, 1, 0, 0, 0]
[4, 8, 15, 23, 28, 31] [ 16 ] -- [574, 916, 459, 99, 38, 58, 35, 7, 12, 0, 1, 0, 0, 0]
[5, 10, 13, 18, 21, 31] [ 5 ] -- [567, 875, 506, 106, 32, 73, 23, 9, 7, 0, 1, 0, 0, 0]
[8, 14, 21, 26, 27, 33] [ 2 ] -- [558, 873, 519, 112, 34, 59, 30, 7, 6, 0, 1, 0, 0, 0]
[3, 12, 16, 22, 23, 25] [ 4 ] -- [545, 921, 497, 103, 31, 53, 30, 9, 9, 0, 1, 0, 0, 0]
[1, 5, 23, 26, 27, 29] [ 6 ] -- [530, 910, 498, 118, 34, 62, 31, 7, 8, 0, 1, 0, 0, 0]
[2, 6, 12, 14, 15, 27] [ 9 ] -- [547, 903, 463, 124, 44, 62, 35, 10, 10, 0, 1, 0, 0, 0]
[4, 7, 9, 13, 15, 28] [ 16 ] -- [541, 948, 460, 98, 42, 56, 40, 8, 5, 0, 1, 0, 0, 0]
[3, 14, 22, 26, 27, 30] [ 11 ] -- [499, 902, 520, 121, 40, 60, 37, 10, 9, 0, 1, 0, 0, 0]
[4, 6, 13, 16, 27, 31] [ 3 ] -- [550, 925, 474, 111, 36, 58, 26, 8, 10, 0, 1, 0, 0, 0]
[7, 15, 19, 20, 25, 27] [ 2 ] -- [546, 920, 474, 120, 36, 53, 33, 9, 7, 0, 1, 0, 0, 0]
[3, 8, 10, 15, 16, 31] [ 5 ] -- [557, 892, 510, 100, 31, 69, 30, 4, 5, 0, 1, 0, 0, 0]
[2, 5, 17, 26, 29, 31] [ 6 ] -- [523, 944, 464, 122, 42, 57, 27, 10, 9, 0, 1, 0, 0, 0]
[19, 21, 26, 27, 31, 32] [ 15 ] -- [551, 874, 500, 124, 47, 58, 30, 12, 2, 0, 1, 0, 0, 0]
[5, 12, 18, 21, 30, 32] [ 11 ] -- [530, 887, 518, 107, 50, 63, 23, 10, 10, 0, 1, 0, 0, 0]
[1, 2, 9, 11, 21, 23] [ 7 ] -- [558, 908, 484, 97, 35, 62, 38, 13, 3, 0, 1, 0, 0, 0]
[8, 14, 17, 20, 29, 31] [ 9 ] -- [539, 859, 536, 108, 34, 63, 39, 5, 15, 0, 1, 0, 0, 0]
[4, 5, 8, 16, 23, 29] [ 14 ] -- [550, 907, 486, 106, 33, 68, 36, 7, 5, 0, 1, 0, 0, 0]
[2, 4, 5, 10, 18, 25] [ 16 ] -- [540, 916, 473, 115, 41, 67, 30, 11, 5, 0, 1, 0, 0, 0]
[4, 10, 14, 16, 31, 33] [ 3 ] -- [572, 920, 459, 110, 37, 55, 33, 7, 5, 0, 1, 0, 0, 0]
[10, 16, 18, 30, 31, 32] [ 1 ] -- [540, 910, 490, 111, 39, 57, 34, 11, 6, 0, 1, 0, 0, 0]
[6, 9, 13, 15, 16, 18] [ 11 ] -- [563, 881, 504, 97, 32, 74, 31, 7, 9, 0, 1, 0, 0, 0]
[1, 13, 18, 24, 28, 29] [ 15 ] -- [576, 888, 472, 117, 33, 58, 34, 8, 12, 0, 1, 0, 0, 0]
[3, 5, 7, 11, 18, 20] [ 6 ] -- [558, 883, 475, 130, 32, 62, 37, 17, 4, 0, 1, 0, 0, 0]
[7, 17, 23, 24, 26, 28] [ 2 ] -- [553, 903, 500, 105, 38, 55, 30, 8, 6, 0, 1, 0, 0, 0]
[3, 19, 20, 21, 29, 32] [ 3 ] -- [536, 925, 474, 116, 31, 68, 23, 17, 8, 0, 1, 0, 0, 0]
[2, 15, 17, 21, 26, 31] [ 5 ] -- [559, 890, 489, 118, 43, 54, 29, 7, 9, 0, 1, 0, 0, 0]
[4, 6, 7, 12, 18, 33] [ 2 ] -- [557, 919, 487, 98, 41, 50, 31, 8, 7, 0, 1, 0, 0, 0]
[9, 11, 23, 25, 27, 32] [ 8 ] -- [551, 947, 458, 111, 33, 54, 27, 10, 7, 0, 1, 0, 0, 0]
[13, 14, 16, 18, 26, 29] [ 12 ] -- [512, 902, 511, 111, 46, 61, 34, 12, 9, 0, 1, 0, 0, 0]
[4, 7, 11, 20, 22, 25] [ 10 ] -- [532, 917, 501, 108, 25, 66, 34, 9, 6, 0, 1, 0, 0, 0]
[5, 7, 13, 14, 19, 29] [ 12 ] -- [519, 912, 500, 104, 41, 72, 26, 13, 11, 0, 1, 0, 0, 0]
[9, 11, 12, 16, 23, 32] [ 16 ] -- [565, 899, 480, 99, 44, 54, 37, 12, 8, 0, 1, 0, 0, 0]
[11, 13, 21, 23, 24, 33] [ 11 ] -- [596, 905, 460, 88, 30, 79, 34, 3, 3, 0, 1, 0, 0, 0]
[12, 14, 17, 23, 25, 29] [ 1 ] -- [541, 920, 478, 113, 34, 59, 36, 10, 7, 0, 1, 0, 0, 0]
[4, 7, 8, 9, 16, 18] [ 7 ] -- [539, 906, 509, 98, 32, 55, 39, 8, 12, 0, 1, 0, 0, 0]
[5, 9, 14, 17, 20, 28] [ 5 ] -- [529, 911, 497, 114, 36, 62, 34, 12, 3, 0, 1, 0, 0, 0]
[4, 6, 7, 22, 27, 30] [ 9 ] -- [520, 903, 501, 116, 45, 60, 32, 7, 14, 0, 1, 0, 0, 0]
[7, 9, 11, 15, 23, 31] [ 11 ] -- [585, 892, 469, 100, 39, 60, 42, 6, 5, 0, 1, 0, 0, 0]
[3, 15, 20, 21, 24, 27] [ 1 ] -- [566, 903, 460, 119, 43, 65, 21, 14, 7, 0, 1, 0, 0, 0]
[10, 16, 25, 26, 30, 32] [ 5 ] -- [522, 896, 535, 103, 37, 66, 25, 7, 7, 0, 1, 0, 0, 0]
[1, 8, 12, 18, 23, 33] [ 4 ] -- [531, 951, 476, 109, 49, 42, 25, 8, 7, 0, 1, 0, 0, 0]
[5, 10, 15, 16, 24, 28] [ 13 ] -- [578, 927, 454, 92, 36, 60, 29, 11, 11, 0, 1, 0, 0, 0]
[12, 16, 18, 23, 25, 32] [ 2 ] -- [560, 890, 491, 114, 40, 53, 34, 14, 2, 0, 1, 0, 0, 0]
